Predicted: 233, Label: 0, Same: False
Predicted: 571, Label: 13, Same: False
Predicted: 571, Label: 13, Same: False
Predicted: 710, Label: 13, Same: False
Predicted: 93, Label: 14, Same: False
Predicted: 13, Label: 14, Same: False
Predicted: 59, Label: 14, Same: False
Predicted: 598, Label: 14, Same: False
Predicted: 8, Label: 15, Same: False
Predicted: 8, Label: 15, Same: False
Predicted: 414, Label: 15, Same: False
Predicted: 331, Label: 15, Same: False
Predicted: 213, Label: 16, Same: False
Predicted: 657, Label: 16, Same: False
Predicted: 421, Label: 16, Same: False
Predicted: 8, Label: 17, Same: False
Predicted: 8, Label: 17, Same: False
Predicted: 39, Label: 17, Same: False
Predicted: 8, Label: 17, Same: False
Predicted: 79, Label: 18, Same: False
Predicted: 22, Label: 18, Same: False
Predicted: 17, Label: 18, Same: False
Predicted: 699, Label: 18, Same: False
Predicted: 149, Label: 19, Same: False
Predicted: 436, Label: 19, Same: False
Predicted: 49, Label: 19, Same: False
Predicted: 571, Label: 20, Same: False
Predicted: 571, Label: 20, Same: False
Predicted: 571, Label: 20, Same: False
Predicted: 0, Label: 20, Same: False
Predicted: 236, Label: 21, Same: False
Predicted: 533, Label: 21, Same: False
Predicted: 518, Label: 21, Same: False
Predicted: 67, Label: 21, Same: False
Predicted: 518, Label: 21, Same: False
Predicted: 161, Label: 21, Same: False
Predicted: 88, Label: 22, Same: False
Predicted: 88, Label: 22, Same: False
Predicted: 408, Label: 22, Same: False
Predicted: 251, Label: 22, Same: False
Predicted: 366, Label: 22, Same: False
Predicted: 323, Label: 23, Same: False
Predicted: 51, Label: 23, Same: False
Predicted: 332, Label: 23, Same: False
Predicted: 21, Label: 23, Same: False
Predicted: 49, Label: 24, Same: False
Predicted: 49, Label: 24, Same: False
Predicted: 42, Label: 25, Same: False
Predicted: 4, Label: 25, Same: False
Predicted: 520, Label: 26, Same: False
Predicted: 520, Label: 26, Same: False
Predicted: 190, Label: 26, Same: False
Predicted: 520, Label: 26, Same: False
Predicted: 190, Label: 26, Same: False
Predicted: 422, Label: 26, Same: False
Predicted: 360, Label: 27, Same: False
Predicted: 641, Label: 27, Same: False
Predicted: 578, Label: 27, Same: False
Predicted: 360, Label: 27, Same: False
Predicted: 179, Label: 27, Same: False
Predicted: 204, Label: 28, Same: False
Predicted: 158, Label: 28, Same: False
Predicted: 74, Label: 28, Same: False
Predicted: 180, Label: 29, Same: False
Predicted: 180, Label: 29, Same: False
Predicted: 180, Label: 29, Same: False
Predicted: 180, Label: 29, Same: False
Predicted: 361, Label: 29, Same: False
Predicted: 581, Label: 30, Same: False
Predicted: 581, Label: 30, Same: False
Predicted: 581, Label: 30, Same: False
Predicted: 652, Label: 31, Same: False
Predicted: 419, Label: 31, Same: False
Predicted: 66, Label: 31, Same: False
Predicted: 419, Label: 31, Same: False
Predicted: 66, Label: 31, Same: False
Predicted: 419, Label: 31, Same: False
Predicted: 67, Label: 32, Same: False
Predicted: 538, Label: 32, Same: False
Predicted: 70, Label: 32, Same: False
Predicted: 67, Label: 32, Same: False
Predicted: 205, Label: 32, Same: False
Predicted: 664, Label: 33, Same: False
Predicted: 688, Label: 33, Same: False
Predicted: 301, Label: 33, Same: False
Predicted: 479, Label: 33, Same: False
Predicted: 626, Label: 34, Same: False
Predicted: 626, Label: 34, Same: False
Predicted: 104, Label: 34, Same: False
Predicted: 122, Label: 34, Same: False
Predicted: 608, Label: 35, Same: False
Predicted: 566, Label: 35, Same: False
Predicted: 120, Label: 35, Same: False
Predicted: 608, Label: 35, Same: False
Predicted: 608, Label: 35, Same: False
Predicted: 541, Label: 35, Same: False
Predicted: 427, Label: 36, Same: False
Predicted: 311, Label: 36, Same: False
Predicted: 22, Label: 36, Same: False
Predicted: 427, Label: 36, Same: False
Predicted: 329, Label: 36, Same: False
Predicted: 179, Label: 37, Same: False
Predicted: 381, Label: 37, Same: False
Predicted: 110, Label: 37, Same: False
Predicted: 179, Label: 37, Same: False
Predicted: 66, Label: 37, Same: False
Predicted: 148, Label: 37, Same: False
Predicted: 220, Label: 38, Same: False
Predicted: 21, Label: 38, Same: False
Predicted: 103, Label: 38, Same: False
Predicted: 161, Label: 38, Same: False
Predicted: 600, Label: 39, Same: False
Predicted: 600, Label: 39, Same: False
Predicted: 180, Label: 39, Same: False
Predicted: 424, Label: 39, Same: False
Predicted: 326, Label: 39, Same: False
Predicted: 600, Label: 39, Same: False
Predicted: 479, Label: 40, Same: False
Predicted: 301, Label: 40, Same: False
Predicted: 29, Label: 40, Same: False
Predicted: 29, Label: 40, Same: False
Predicted: 590, Label: 41, Same: False
Predicted: 114, Label: 41, Same: False
Predicted: 184, Label: 41, Same: False
Predicted: 252, Label: 41, Same: False
Predicted: 121, Label: 41, Same: False
Predicted: 662, Label: 42, Same: False
Predicted: 662, Label: 42, Same: False
Predicted: 124, Label: 42, Same: False
Predicted: 662, Label: 42, Same: False
Predicted: 132, Label: 43, Same: False
Predicted: 49, Label: 43, Same: False
Predicted: 545, Label: 44, Same: False
Predicted: 351, Label: 44, Same: False
Predicted: 745, Label: 44, Same: False
Predicted: 351, Label: 44, Same: False
Predicted: 745, Label: 44, Same: False
Predicted: 67, Label: 44, Same: False
Predicted: 260, Label: 45, Same: False
Predicted: 57, Label: 45, Same: False
Predicted: 54, Label: 45, Same: False
Predicted: 656, Label: 45, Same: False
Predicted: 21, Label: 45, Same: False
Predicted: 219, Label: 45, Same: False
Predicted: 427, Label: 46, Same: False
Predicted: 311, Label: 46, Same: False
Predicted: 57, Label: 46, Same: False
Predicted: 427, Label: 46, Same: False
Predicted: 427, Label: 46, Same: False
Predicted: 739, Label: 46, Same: False
Predicted: 36, Label: 47, Same: False
Predicted: 631, Label: 47, Same: False
Predicted: 143, Label: 47, Same: False
Predicted: 147, Label: 48, Same: False
Predicted: 147, Label: 48, Same: False
Predicted: 51, Label: 49, Same: False
Predicted: 69, Label: 49, Same: False
Predicted: 315, Label: 49, Same: False
Predicted: 726, Label: 50, Same: False
Predicted: 8, Label: 50, Same: False
Predicted: 726, Label: 50, Same: False
Predicted: 690, Label: 51, Same: False
Predicted: 389, Label: 51, Same: False
Predicted: 539, Label: 51, Same: False
Predicted: 184, Label: 51, Same: False
Predicted: 690, Label: 51, Same: False
Predicted: 332, Label: 51, Same: False
Predicted: 329, Label: 52, Same: False
Predicted: 302, Label: 52, Same: False
Predicted: 18, Label: 52, Same: False
Predicted: 378, Label: 52, Same: False
Predicted: 747, Label: 52, Same: False
Predicted: 145, Label: 52, Same: False
Predicted: 67, Label: 53, Same: False
Predicted: 67, Label: 53, Same: False
Predicted: 67, Label: 53, Same: False
Predicted: 67, Label: 53, Same: False
Predicted: 87, Label: 53, Same: False
Predicted: 553, Label: 54, Same: False
Predicted: 553, Label: 54, Same: False
Predicted: 553, Label: 54, Same: False
Predicted: 445, Label: 54, Same: False
Predicted: 588, Label: 54, Same: False
Predicted: 65, Label: 55, Same: False
Predicted: 244, Label: 55, Same: False
Predicted: 327, Label: 55, Same: False
Predicted: 44, Label: 55, Same: False
Predicted: 336, Label: 55, Same: False
Predicted: 201, Label: 56, Same: False
Predicted: 351, Label: 56, Same: False
Predicted: 616, Label: 57, Same: False
Predicted: 740, Label: 57, Same: False
Predicted: 220, Label: 57, Same: False
Predicted: 209, Label: 57, Same: False
Predicted: 119, Label: 58, Same: False
Predicted: 580, Label: 58, Same: False
Predicted: 623, Label: 58, Same: False
Predicted: 623, Label: 58, Same: False
Predicted: 623, Label: 58, Same: False
Predicted: 492, Label: 58, Same: False
Predicted: 512, Label: 59, Same: False
Predicted: 14, Label: 59, Same: False
Predicted: 492, Label: 59, Same: False
Predicted: 273, Label: 59, Same: False
Predicted: 492, Label: 59, Same: False
Predicted: 14, Label: 59, Same: False
Predicted: 389, Label: 60, Same: False
Predicted: 16, Label: 60, Same: False
Predicted: 51, Label: 60, Same: False
Predicted: 51, Label: 60, Same: False
Predicted: 479, Label: 61, Same: False
Predicted: 479, Label: 61, Same: False
Predicted: 479, Label: 61, Same: False
Predicted: 286, Label: 62, Same: False
Predicted: 243, Label: 62, Same: False
Predicted: 286, Label: 62, Same: False
Predicted: 286, Label: 62, Same: False
Predicted: 4, Label: 63, Same: False
Predicted: 17, Label: 63, Same: False
Predicted: 36, Label: 63, Same: False
Predicted: 4, Label: 63, Same: False
Predicted: 22, Label: 63, Same: False
Predicted: 42, Label: 64, Same: False
Predicted: 432, Label: 64, Same: False
Predicted: 40, Label: 64, Same: False
Predicted: 608, Label: 65, Same: False
Predicted: 608, Label: 65, Same: False
Predicted: 276, Label: 65, Same: False
Predicted: 608, Label: 65, Same: False
Predicted: 565, Label: 66, Same: False
Predicted: 76, Label: 66, Same: False
Predicted: 328, Label: 66, Same: False
Predicted: 127, Label: 66, Same: False
Predicted: 381, Label: 67, Same: False
Predicted: 381, Label: 67, Same: False
Predicted: 649, Label: 68, Same: False
Predicted: 113, Label: 68, Same: False
Predicted: 610, Label: 68, Same: False
Predicted: 649, Label: 68, Same: False
Predicted: 203, Label: 68, Same: False
Predicted: 203, Label: 68, Same: False
Predicted: 153, Label: 69, Same: False
Predicted: 476, Label: 69, Same: False
Predicted: 476, Label: 69, Same: False
Predicted: 18, Label: 69, Same: False
Predicted: 476, Label: 69, Same: False
Predicted: 67, Label: 69, Same: False
Predicted: 318, Label: 70, Same: False
Predicted: 318, Label: 70, Same: False
Predicted: 318, Label: 70, Same: False
Predicted: 251, Label: 71, Same: False
Predicted: 122, Label: 71, Same: False
Predicted: 251, Label: 71, Same: False
Predicted: 21, Label: 71, Same: False
Predicted: 407, Label: 71, Same: False
Predicted: 251, Label: 71, Same: False
Predicted: 584, Label: 72, Same: False
Predicted: 105, Label: 72, Same: False
Predicted: 251, Label: 72, Same: False
Predicted: 407, Label: 72, Same: False
Predicted: 96, Label: 72, Same: False
Predicted: 651, Label: 73, Same: False
Predicted: 651, Label: 73, Same: False
Predicted: 53, Label: 73, Same: False
Predicted: 53, Label: 73, Same: False
Predicted: 651, Label: 73, Same: False
Predicted: 8, Label: 74, Same: False
Predicted: 294, Label: 74, Same: False
Predicted: 572, Label: 74, Same: False
Predicted: 30, Label: 74, Same: False
Predicted: 572, Label: 74, Same: False
Predicted: 213, Label: 75, Same: False
Predicted: 40, Label: 75, Same: False
Predicted: 40, Label: 75, Same: False
Predicted: 213, Label: 75, Same: False
Predicted: 143, Label: 75, Same: False
Predicted: 135, Label: 76, Same: False
Predicted: 430, Label: 76, Same: False
Predicted: 476, Label: 76, Same: False
Predicted: 122, Label: 77, Same: False
Predicted: 705, Label: 77, Same: False
Predicted: 705, Label: 77, Same: False
Predicted: 6, Label: 77, Same: False
Predicted: 705, Label: 77, Same: False
Predicted: 186, Label: 78, Same: False
Predicted: 115, Label: 78, Same: False
Predicted: 556, Label: 78, Same: False
Predicted: 186, Label: 78, Same: False
Predicted: 93, Label: 78, Same: False
Predicted: 178, Label: 78, Same: False
Predicted: 194, Label: 79, Same: False
Predicted: 87, Label: 79, Same: False
Predicted: 67, Label: 79, Same: False
Predicted: 67, Label: 79, Same: False
Predicted: 477, Label: 79, Same: False
Predicted: 87, Label: 79, Same: False
Predicted: 219, Label: 80, Same: False
Predicted: 215, Label: 80, Same: False
Predicted: 260, Label: 80, Same: False
Predicted: 235, Label: 80, Same: False
Predicted: 81, Label: 80, Same: False
Predicted: 283, Label: 81, Same: False
Predicted: 55, Label: 81, Same: False
Predicted: 81, Label: 81, Same: True
Predicted: 641, Label: 81, Same: False
Predicted: 101, Label: 81, Same: False
Predicted: 101, Label: 81, Same: False
Predicted: 297, Label: 82, Same: False
Predicted: 458, Label: 82, Same: False
Predicted: 105, Label: 82, Same: False
Predicted: 297, Label: 82, Same: False
Predicted: 732, Label: 82, Same: False
Predicted: 220, Label: 83, Same: False
Predicted: 683, Label: 83, Same: False
Predicted: 718, Label: 83, Same: False
Predicted: 220, Label: 83, Same: False
Predicted: 319, Label: 83, Same: False
Predicted: 201, Label: 84, Same: False
Predicted: 33, Label: 84, Same: False
Predicted: 167, Label: 84, Same: False
Predicted: 560, Label: 85, Same: False
Predicted: 560, Label: 85, Same: False
Predicted: 330, Label: 85, Same: False
Predicted: 36, Label: 86, Same: False
Predicted: 174, Label: 86, Same: False
Predicted: 287, Label: 87, Same: False
Predicted: 545, Label: 87, Same: False
Predicted: 287, Label: 87, Same: False
Predicted: 287, Label: 87, Same: False
Predicted: 336, Label: 87, Same: False
Predicted: 608, Label: 88, Same: False
Predicted: 608, Label: 88, Same: False
Predicted: 608, Label: 88, Same: False
Predicted: 11, Label: 88, Same: False
Predicted: 608, Label: 88, Same: False
Predicted: 608, Label: 88, Same: False
Predicted: 427, Label: 89, Same: False
Predicted: 514, Label: 89, Same: False
Predicted: 74, Label: 89, Same: False
Predicted: 219, Label: 89, Same: False
Predicted: 219, Label: 89, Same: False
Predicted: 515, Label: 89, Same: False
Predicted: 83, Label: 90, Same: False
Predicted: 710, Label: 90, Same: False
Predicted: 710, Label: 90, Same: False
Predicted: 3, Label: 90, Same: False
Predicted: 569, Label: 90, Same: False
Predicted: 358, Label: 91, Same: False
Predicted: 620, Label: 91, Same: False
Predicted: 10, Label: 91, Same: False
Predicted: 620, Label: 91, Same: False
Predicted: 294, Label: 91, Same: False
Predicted: 167, Label: 92, Same: False
Predicted: 693, Label: 92, Same: False
Predicted: 736, Label: 92, Same: False
Predicted: 426, Label: 92, Same: False
Predicted: 100, Label: 92, Same: False
Predicted: 132, Label: 92, Same: False
Predicted: 165, Label: 93, Same: False
Predicted: 165, Label: 93, Same: False
Predicted: 687, Label: 93, Same: False
Predicted: 165, Label: 93, Same: False
Predicted: 165, Label: 93, Same: False
Predicted: 442, Label: 94, Same: False
Predicted: 191, Label: 94, Same: False
Predicted: 746, Label: 94, Same: False
Predicted: 357, Label: 94, Same: False
Predicted: 745, Label: 95, Same: False
Predicted: 745, Label: 95, Same: False
Predicted: 745, Label: 95, Same: False
Predicted: 243, Label: 95, Same: False
Predicted: 745, Label: 95, Same: False
Predicted: 245, Label: 96, Same: False
Predicted: 168, Label: 96, Same: False
Predicted: 607, Label: 96, Same: False
Predicted: 104, Label: 96, Same: False
Predicted: 96, Label: 96, Same: True
Predicted: 481, Label: 97, Same: False
Predicted: 181, Label: 97, Same: False
Predicted: 6, Label: 97, Same: False
Predicted: 537, Label: 97, Same: False
Predicted: 598, Label: 98, Same: False
Predicted: 0, Label: 98, Same: False
Predicted: 677, Label: 98, Same: False
Predicted: 267, Label: 98, Same: False
Predicted: 385, Label: 98, Same: False
Predicted: 346, Label: 99, Same: False
Predicted: 314, Label: 99, Same: False
Predicted: 615, Label: 99, Same: False
Predicted: 346, Label: 99, Same: False
Predicted: 314, Label: 99, Same: False
Predicted: 127, Label: 99, Same: False
Predicted: 702, Label: 100, Same: False
Predicted: 702, Label: 100, Same: False
Predicted: 702, Label: 100, Same: False
Predicted: 702, Label: 100, Same: False
Predicted: 520, Label: 100, Same: False
Predicted: 198, Label: 101, Same: False
Predicted: 597, Label: 101, Same: False
Predicted: 198, Label: 101, Same: False
Predicted: 167, Label: 102, Same: False
Predicted: 375, Label: 102, Same: False
Predicted: 375, Label: 102, Same: False
Predicted: 375, Label: 102, Same: False
Predicted: 308, Label: 102, Same: False
Predicted: 375, Label: 102, Same: False
Predicted: 54, Label: 103, Same: False
Predicted: 541, Label: 103, Same: False
Predicted: 54, Label: 103, Same: False
Predicted: 54, Label: 103, Same: False
Predicted: 94, Label: 103, Same: False
Predicted: 100, Label: 104, Same: False
Predicted: 376, Label: 104, Same: False
Predicted: 346, Label: 104, Same: False
Predicted: 291, Label: 105, Same: False
Predicted: 73, Label: 105, Same: False
Predicted: 315, Label: 105, Same: False
Predicted: 291, Label: 105, Same: False
Predicted: 291, Label: 105, Same: False
Predicted: 667, Label: 105, Same: False
Predicted: 61, Label: 106, Same: False
Predicted: 366, Label: 106, Same: False
Predicted: 636, Label: 106, Same: False
Predicted: 290, Label: 107, Same: False
Predicted: 96, Label: 107, Same: False
Predicted: 96, Label: 107, Same: False
Predicted: 580, Label: 107, Same: False
Predicted: 607, Label: 107, Same: False
Predicted: 319, Label: 108, Same: False
Predicted: 351, Label: 108, Same: False
Predicted: 351, Label: 108, Same: False
Predicted: 351, Label: 108, Same: False
Predicted: 573, Label: 108, Same: False
Predicted: 132, Label: 109, Same: False
Predicted: 379, Label: 109, Same: False
Predicted: 94, Label: 109, Same: False
Predicted: 132, Label: 109, Same: False
Predicted: 613, Label: 109, Same: False
Predicted: 77, Label: 110, Same: False
Predicted: 77, Label: 110, Same: False
Predicted: 77, Label: 110, Same: False
Predicted: 683, Label: 110, Same: False
Predicted: 77, Label: 110, Same: False
Predicted: 227, Label: 110, Same: False
Predicted: 563, Label: 111, Same: False
Predicted: 563, Label: 111, Same: False
Predicted: 688, Label: 111, Same: False
Predicted: 342, Label: 111, Same: False
Predicted: 687, Label: 111, Same: False
Predicted: 640, Label: 112, Same: False
Predicted: 191, Label: 112, Same: False
Predicted: 736, Label: 112, Same: False
Predicted: 442, Label: 112, Same: False
Predicted: 297, Label: 113, Same: False
Predicted: 271, Label: 113, Same: False
Predicted: 424, Label: 113, Same: False
Predicted: 424, Label: 113, Same: False
Predicted: 124, Label: 114, Same: False
Predicted: 6, Label: 114, Same: False
Predicted: 31, Label: 114, Same: False
Predicted: 192, Label: 114, Same: False
Predicted: 54, Label: 114, Same: False
Predicted: 22, Label: 115, Same: False
Predicted: 77, Label: 115, Same: False
Predicted: 22, Label: 115, Same: False
Predicted: 22, Label: 115, Same: False
Predicted: 22, Label: 115, Same: False
Predicted: 531, Label: 115, Same: False
Predicted: 243, Label: 116, Same: False
Predicted: 502, Label: 116, Same: False
Predicted: 0, Label: 116, Same: False
Predicted: 351, Label: 116, Same: False
Predicted: 637, Label: 116, Same: False
Predicted: 189, Label: 117, Same: False
Predicted: 620, Label: 117, Same: False
Predicted: 294, Label: 117, Same: False
Predicted: 189, Label: 117, Same: False
Predicted: 189, Label: 117, Same: False
Predicted: 699, Label: 118, Same: False
Predicted: 713, Label: 118, Same: False
Predicted: 713, Label: 118, Same: False
Predicted: 713, Label: 118, Same: False
Predicted: 699, Label: 118, Same: False
Predicted: 407, Label: 119, Same: False
Predicted: 120, Label: 119, Same: False
Predicted: 120, Label: 119, Same: False
Predicted: 120, Label: 119, Same: False
Predicted: 245, Label: 119, Same: False
Predicted: 96, Label: 119, Same: False
Predicted: 311, Label: 120, Same: False
Predicted: 510, Label: 120, Same: False
Predicted: 586, Label: 120, Same: False
Predicted: 248, Label: 120, Same: False
Predicted: 174, Label: 120, Same: False
Predicted: 170, Label: 121, Same: False
Predicted: 158, Label: 121, Same: False
Predicted: 36, Label: 121, Same: False
Predicted: 170, Label: 121, Same: False
Predicted: 735, Label: 122, Same: False
Predicted: 408, Label: 122, Same: False
Predicted: 408, Label: 122, Same: False
Predicted: 120, Label: 122, Same: False
Predicted: 618, Label: 122, Same: False
Predicted: 165, Label: 123, Same: False
Predicted: 165, Label: 123, Same: False
Predicted: 165, Label: 123, Same: False
Predicted: 479, Label: 123, Same: False
Predicted: 414, Label: 124, Same: False
Predicted: 328, Label: 124, Same: False
Predicted: 137, Label: 125, Same: False
Predicted: 113, Label: 125, Same: False
Predicted: 186, Label: 125, Same: False
Predicted: 111, Label: 125, Same: False
Predicted: 137, Label: 125, Same: False
Predicted: 133, Label: 126, Same: False
Predicted: 133, Label: 126, Same: False
Predicted: 133, Label: 126, Same: False
Predicted: 133, Label: 126, Same: False
Predicted: 636, Label: 126, Same: False
Predicted: 493, Label: 127, Same: False
Predicted: 324, Label: 127, Same: False
Predicted: 471, Label: 128, Same: False
Predicted: 215, Label: 128, Same: False
Predicted: 215, Label: 128, Same: False
Predicted: 345, Label: 128, Same: False
Predicted: 272, Label: 128, Same: False
Predicted: 43, Label: 129, Same: False
Predicted: 43, Label: 129, Same: False
Predicted: 173, Label: 129, Same: False
Predicted: 631, Label: 129, Same: False
Predicted: 173, Label: 129, Same: False
Predicted: 173, Label: 129, Same: False
Predicted: 157, Label: 130, Same: False
Predicted: 377, Label: 130, Same: False
Predicted: 377, Label: 130, Same: False
Predicted: 59, Label: 130, Same: False
Predicted: 137, Label: 130, Same: False
Predicted: 19, Label: 131, Same: False
Predicted: 689, Label: 131, Same: False
Predicted: 689, Label: 131, Same: False
Predicted: 508, Label: 131, Same: False
Predicted: 384, Label: 132, Same: False
Predicted: 120, Label: 132, Same: False
Predicted: 47, Label: 132, Same: False
Predicted: 422, Label: 132, Same: False
Predicted: 119, Label: 133, Same: False
Predicted: 523, Label: 133, Same: False
Predicted: 523, Label: 133, Same: False
Predicted: 523, Label: 133, Same: False
Predicted: 523, Label: 133, Same: False
Predicted: 109, Label: 134, Same: False
Predicted: 389, Label: 134, Same: False
Predicted: 389, Label: 134, Same: False
Predicted: 389, Label: 134, Same: False
Predicted: 331, Label: 135, Same: False
Predicted: 610, Label: 135, Same: False
Predicted: 331, Label: 135, Same: False
Predicted: 610, Label: 135, Same: False
Predicted: 124, Label: 135, Same: False
Predicted: 31, Label: 136, Same: False
Predicted: 382, Label: 136, Same: False
Predicted: 31, Label: 136, Same: False
Predicted: 31, Label: 136, Same: False
Predicted: 31, Label: 136, Same: False
Predicted: 310, Label: 137, Same: False
Predicted: 620, Label: 137, Same: False
Predicted: 203, Label: 137, Same: False
Predicted: 538, Label: 137, Same: False
Predicted: 13, Label: 137, Same: False
Predicted: 267, Label: 138, Same: False
Predicted: 267, Label: 138, Same: False
Predicted: 267, Label: 138, Same: False
Predicted: 267, Label: 138, Same: False
Predicted: 267, Label: 138, Same: False
Predicted: 48, Label: 139, Same: False
Predicted: 212, Label: 139, Same: False
Predicted: 212, Label: 139, Same: False
Predicted: 511, Label: 139, Same: False
Predicted: 48, Label: 139, Same: False
